Gene symbol	function	property	product	feature_id	patric_id	identity	e_value
fig|562.19188.peg.4687		Antibiotic Resistance	Transcriptional regulatory protein PhoP	PATRIC.562.19188.NSEE01000232.CDS.6430.7101.fwd	fig|562.19188.peg.4687	92	1e-115
fig|562.19188.peg.4388	Flavin adenine dinucleotide	Drug Target	L-aspartate oxidase (EC 1.4.3.16)	PATRIC.562.19188.NSEE01000218.CDS.10661.12283.fwd	fig|562.19188.peg.4388	98	0.0
fig|562.19188.peg.3016	Phosphoglycolohydroxamic Acid	Drug Target	Rhamnulose-1-phosphate aldolase (EC 4.1.2.19)	PATRIC.562.19188.NSEE01000113.CDS.37235.38059.fwd	fig|562.19188.peg.3016	98	1e-159
fig|562.19188.peg.2854	the yede/yeee (yede/yeee) family.	Transporter	UPF0394 inner membrane protein YedE	PATRIC.562.19188.NSEE01000190.CDS.21811.23016.fwd	fig|562.19188.peg.2854	99	1e-240
fig|562.19188.peg.1827	Hexachlorophene;Flavin adenine dinucleotide	Drug Target	D-lactate dehydrogenase (EC 1.1.1.28)	PATRIC.562.19188.NSEE01000054.CDS.152807.154522.rev	fig|562.19188.peg.1827	99	0.0
fig|562.19188.peg.658		Virulence Factor	Ferric enterobactin-binding periplasmic protein FepB (TC 3.A.1.14.2)	PATRIC.562.19188.NSEE01000167.CDS.5193.6149.rev	fig|562.19188.peg.658	99	1e-176
fig|562.19188.peg.2963		Virulence Factor	Translation elongation factor Tu	PATRIC.562.19188.NSEE01000374.CDS.1.954.fwd	fig|562.19188.peg.2963	84	1e-157
fig|562.19188.peg.957		Antibiotic Resistance	Multidrug resistance protein MdtH	PATRIC.562.19188.NSEE01000413.CDS.43593.44801.fwd	fig|562.19188.peg.957	100	1e-233
fig|562.19188.peg.3488		Virulence Factor	Osmolarity sensory histidine kinase EnvZ	PATRIC.562.19188.NSEE01000256.CDS.45379.46731.fwd	fig|562.19188.peg.3488	100	1e-261
fig|562.19188.peg.4494	the atp-binding cassette (abc) superfamily.	Transporter	Peptide ABC transporter, ATP-binding protein SapD	PATRIC.562.19188.NSEE01000157.CDS.66723.67715.fwd	fig|562.19188.peg.4494	100	1e-196
fig|562.19188.peg.682	the alanine or glycine:cation symporter (agcs) family.	Transporter	Putative alanine/glycine transport protein	PATRIC.562.19188.NSEE01000076.CDS.7552.8982.fwd	fig|562.19188.peg.682	98	1e-278
fig|562.19188.peg.1660		Virulence Factor	iron aquisition 2,3-dihydroxybenzoate-AMP ligase (EC 2.7.7.58,Irp5) @ 2,3-dihydroxybenzoate-AMP ligase (EC 2.7.7.58) of siderophore biosynthesis	PATRIC.562.19188.NSEE01000187.CDS.33310.34887.fwd	fig|562.19188.peg.1660	99	1e-306
fig|562.19188.peg.5653		Virulence Factor	UPF0057 membrane protein YqaE	PATRIC.562.19188.NSEE01000188.CDS.13804.13962.rev	fig|562.19188.peg.5653	94	7e-22
fig|562.19188.peg.4708	the lactate permease (lctp) family.	Transporter	L-lactate permease	PATRIC.562.19188.NSEE01000098.CDS.6161.7816.fwd	fig|562.19188.peg.4708	99	0.0
fig|562.19188.peg.1923		Virulence Factor	HtrA protease/chaperone protein	PATRIC.562.19188.NSEE01000138.CDS.19207.20631.fwd	fig|562.19188.peg.1923	99	1e-267
fig|562.19188.peg.948		Virulence Factor	Flagellar basal-body rod protein FlgC	PATRIC.562.19188.NSEE01000413.CDS.37077.37481.rev	fig|562.19188.peg.948	83	9e-59
fig|562.19188.peg.3172	the poly acetyl glucosamine porin (pgaa) family.	Transporter	Cellulose synthase operon protein C	PATRIC.562.19188.NSEE01000120.CDS.18543.22016.rev	fig|562.19188.peg.3172	99	0.0
fig|562.19188.peg.3558		Virulence Factor	Translation elongation factor Tu	PATRIC.562.19188.NSEE01000256.CDS.109960.110295.fwd	fig|562.19188.peg.3558	87	3e-54
fig|562.19188.peg.2109	Coenzyme A;Adenosine-5'-Propylphosphate	Drug Target	Acetyl-CoA synthetase (EC 6.2.1.1)	PATRIC.562.19188.NSEE01000161.CDS.16585.18543.rev	fig|562.19188.peg.2109	95	0.0
fig|562.19188.peg.4091		Virulence Factor	[Citrate [pro-3S]-lyase] ligase (EC 6.2.1.22)	PATRIC.562.19188.NSEE01000079.CDS.75540.76598.fwd	fig|562.19188.peg.4091	88	1e-173
fig|562.19188.peg.5471	the h(+) or na(+)-translocating nadh dehydrogenase (ndh) family.	Transporter	Hydrogenase-4 component B	PATRIC.562.19188.NSEE01000102.CDS.74786.75457.fwd	fig|562.19188.peg.5471	97	1e-102
fig|562.19188.peg.4922	the general secretory pathway (sec) family.	Transporter	Protein of unknown function DUF1428	PATRIC.562.19188.NSEE01000242.CDS.9474.9827.fwd	fig|562.19188.peg.4922	99	3e-62
fig|562.19188.peg.369		Virulence Factor	DNA recombination-dependent growth factor RdgC	PATRIC.562.19188.NSEE01000227.CDS.7368.8345.rev	fig|562.19188.peg.369	99	1e-170
fig|562.19188.peg.1536	the putative undecaprenyl-phosphate n-acetylglucosaminyl transferase (murg) family.	Transporter	Phospho-N-acetylmuramoyl-pentapeptide-transferase (EC 2.7.8.13)	PATRIC.562.19188.NSEE01000244.CDS.11916.12998.fwd	fig|562.19188.peg.1536	100	1e-210
fig|562.19188.peg.1676		Virulence Factor	Cobalamin synthase (EC 2.7.8.26)	PATRIC.562.19188.NSEE01000187.CDS.52129.52872.rev	fig|562.19188.peg.1676	82	1e-116
fig|562.19188.peg.5131	the amino acid-polyamine-organocation (apc) family.	Transporter	L-asparagine permease	PATRIC.562.19188.NSEE01000070.CDS.9778.11277.fwd	fig|562.19188.peg.5131	99	1e-292
fig|562.19188.peg.2493	the general bacterial porin (gbp) family.	Transporter	Outer membrane porin OmpD	PATRIC.562.19188.NSEE01000026.CDS.224.1321.fwd	fig|562.19188.peg.2493	99	1e-215
fig|562.19188.peg.4567	the prokaryotic molybdopterin-containing oxidoreductase (pmo) family.	Transporter	Trimethylamine-N-oxide reductase associated c-type cytochrome, TorC	PATRIC.562.19188.NSEE01000197.CDS.8126.9298.fwd	fig|562.19188.peg.4567	100	1e-234
fig|562.19188.peg.4045		Drug Target	Metal-dependent hydrolase YbeY, involved in rRNA and/or ribosome maturation and assembly	PATRIC.562.19188.NSEE01000079.CDS.34235.34702.fwd	fig|562.19188.peg.4045	100	9e-86
fig|562.19188.peg.5354	the h(+) or na(+)-translocating nadh dehydrogenase (ndh) family.	Transporter	NADH-ubiquinone oxidoreductase chain I (EC 1.6.5.3)	PATRIC.562.19188.NSEE01000023.CDS.10647.11189.fwd	fig|562.19188.peg.5354	100	1e-106
fig|562.19188.peg.4378	Pyridoxine-5'-Phosphate;1-Deoxy-D-xylulose 5-phosphate;3-Phosphoglycerol	Drug Target	Pyridoxine 5'-phosphate synthase (EC 2.6.99.2)	PATRIC.562.19188.NSEE01000218.CDS.1239.1970.rev	fig|562.19188.peg.4378	100	1e-135
fig|562.19188.peg.3286	the h(+) or na(+)-translocating nadh dehydrogenase (ndh) family.	Transporter	Formate hydrogenlyase subunit 7	PATRIC.562.19188.NSEE01000179.CDS.13263.14030.fwd	fig|562.19188.peg.3286	99	1e-148
fig|562.19188.peg.4694	the atp-binding cassette (abc) superfamily.	Transporter	Spermidine/putrescine import ABC transporter permease protein PotC (TC 3.A.1.11.1)	PATRIC.562.19188.NSEE01000232.CDS.13357.14151.fwd	fig|562.19188.peg.4694	100	1e-145
fig|562.19188.peg.2588	the pts fructose-mannitol (fru) family.	Transporter	PTS system, mannitol-specific cryptic IIA component (EC 2.7.1.197)	PATRIC.562.19188.NSEE01000063.CDS.17022.17465.fwd	fig|562.19188.peg.2588	100	2e-78
fig|562.19188.peg.13		Virulence Factor	Colanic acid biosynthesis glycosyl transferase WcaE	PATRIC.562.19188.NSEE01000196.CDS.14151.14897.fwd	fig|562.19188.peg.13	98	1e-140
fig|562.19188.peg.5292		Virulence Factor	Uroporphyrinogen III decarboxylase (EC 4.1.1.37)	PATRIC.562.19188.NSEE01000125.CDS.8630.9694.fwd	fig|562.19188.peg.5292	83	1e-172
fig|562.19188.peg.2559		Virulence Factor	GDP-L-fucose synthetase (EC 1.1.1.271)	PATRIC.562.19188.NSEE01000338.CDS.716.1372.fwd	fig|562.19188.peg.2559	84	1e-107
fig|562.19188.peg.2029		Virulence Factor	Periplasmic chaperone and peptidyl-prolyl cis-trans isomerase of outer membrane proteins SurA (EC 5.2.1.8)	PATRIC.562.19188.NSEE01000208.CDS.24234.25520.rev	fig|562.19188.peg.2029	99	1e-243
fig|562.19188.peg.1337	the atp-binding cassette (abc) superfamily.	Transporter	Amino acid ABC transporter, ATP-binding protein YhdZ	PATRIC.562.19188.NSEE01000025.CDS.788.1546.rev	fig|562.19188.peg.1337	99	1e-143
fig|562.19188.peg.1027		Antibiotic Resistance	Multidrug efflux pump MdtM (of MFS type)	PATRIC.562.19188.NSEE01000049.CDS.1973.3205.fwd	fig|562.19188.peg.1027	97	1e-228
fig|562.19188.peg.4815		Virulence Factor	DNA-binding protein H-NS	PATRIC.562.19188.NSEE01000160.CDS.26392.26805.fwd	fig|562.19188.peg.4815	95	2e-67
fig|562.19188.peg.3482	the ferrous iron uptake (feob) family.	Transporter	Ferrous iron transporter FeoB	PATRIC.562.19188.NSEE01000256.CDS.38538.40859.rev	fig|562.19188.peg.3482	99	0.0
fig|562.19188.peg.4541	the atp-binding cassette (abc) superfamily.	Transporter	Glutamine ABC transporter, substrate-binding protein GlnH	PATRIC.562.19188.NSEE01000210.CDS.9754.10500.fwd	fig|562.19188.peg.4541	100	1e-139
fig|562.19188.peg.4183	N-Acetyl-L-Glutamate;Phosphoaminophosphonic Acid-Adenylate Ester;Tetrafluoroaluminate Ion	Drug Target	N-acetylglutamate kinase (EC 2.7.2.8)	PATRIC.562.19188.NSEE01000112.CDS.1669.2445.rev	fig|562.19188.peg.4183	100	1e-142
fig|562.19188.peg.799	the 1 tms cydx/appx cytochrome bd oxidase activating (cydx/appx) family.	Transporter	Cytochrome d ubiquinol oxidase subunit X (EC 1.10.3.-)	PATRIC.562.19188.NSEE01000181.CDS.58003.58116.rev	fig|562.19188.peg.799	100	3e-14
fig|562.19188.peg.5370		Virulence Factor	Outer membrane usher protein FimD	PATRIC.562.19188.NSEE01000269.CDS.10467.13118.fwd	fig|562.19188.peg.5370	98	0.0
fig|562.19188.peg.2933	the atp-binding cassette (abc) superfamily.	Transporter	ABC transporter, substrate-binding protein YnjB	PATRIC.562.19188.NSEE01000122.CDS.28629.29795.rev	fig|562.19188.peg.2933	98	1e-230
fig|562.19188.peg.4450	the atp-binding cassette (abc) superfamily.	Transporter	Murein peptide ABC transporter, substrate-binding protein (requires DppBCDF)	PATRIC.562.19188.NSEE01000157.CDS.23856.25469.rev	fig|562.19188.peg.4450	100	0.0
fig|562.19188.peg.4137	Thiabendazole;2-[1-(4-CHLORO-PHENYL)-ETHYL]-4,6-DINITRO-PHENOL;2-HEPTYL-4-HYDROXY QUINOLINE N-OXIDE	Drug Target	Fumarate reductase flavoprotein subunit (EC 1.3.5.4)	PATRIC.562.19188.NSEE01000243.CDS.27217.29025.fwd	fig|562.19188.peg.4137	100	0.0
fig|562.19188.peg.334	mdtB	Antibiotic Resistance	Multidrug efflux system MdtABC-TolC, inner-membrane proton/drug antiporter MdtB (RND type)	PATRIC.562.19188.NSEE01000045.CDS.9983.12334.rev	fig|562.19188.peg.334	100	0
fig|562.19188.peg.5455	acrD	Antibiotic Resistance	Aminoglycosides efflux system AcrAD-TolC, inner-membrane proton/drug antiporter AcrD (RND type)	PATRIC.562.19188.NSEE01000102.CDS.59803.62916.fwd	fig|562.19188.peg.5455		
fig|562.19188.peg.5102	emrK	Antibiotic Resistance	Multidrug efflux system EmrKY-TolC, membrane fusion component EmrK	PATRIC.562.19188.NSEE01000128.CDS.19218.20300.rev	fig|562.19188.peg.5102	99	0
fig|562.19188.peg.136	mdtE	Antibiotic Resistance	Multidrug efflux system MdtEF-TolC, membrane fusion component MdtE	PATRIC.562.19188.NSEE01000142.CDS.7331.8488.fwd	fig|562.19188.peg.136	100	0
fig|562.19188.peg.2125	mdtN	Antibiotic Resistance	Inner membrane component MdtN of tripartite multidrug resistance system	PATRIC.562.19188.NSEE01000161.CDS.33686.34717.rev	fig|562.19188.peg.2125	99	0
fig|562.19188.peg.42	emrA	Antibiotic Resistance	Multidrug efflux system EmrAB-OMF, membrane fusion component EmrA	PATRIC.562.19188.NSEE01000186.CDS.7644.8687.fwd	fig|562.19188.peg.42	99	0
fig|562.19188.peg.262	Klebsiella pneumoniae KpnE	Antibiotic Resistance	Spermidine export protein MdtJ	PATRIC.562.19188.NSEE01000240.CDS.8263.8628.rev	fig|562.19188.peg.262	82	7.12118e-62
fig|562.19188.peg.1707	Escherichia coli GlpT with mutation conferring resistance to fosfomycin	Antibiotic Resistance	Glycerol-3-phosphate transporter	PATRIC.562.19188.NSEE01000054.CDS.27738.29096.fwd	fig|562.19188.peg.1707	99	0
fig|562.19188.peg.2101	Escherichia coli soxR with mutation conferring antibiotic resistance	Antibiotic Resistance	Redox-sensitive transcriptional activator SoxR	PATRIC.562.19188.NSEE01000161.CDS.8643.9107.fwd	fig|562.19188.peg.2101	100	1.45404e-112
fig|562.19188.peg.4290	Escherichia coli AcrAB-TolC with MarR mutations conferring resistance to ciprofloxacin and tetracycline	Antibiotic Resistance	Multiple antibiotic resistance protein MarR	PATRIC.562.19188.NSEE01000261.CDS.6679.7113.rev	fig|562.19188.peg.4290	98	1.42354e-103
fig|562.19188.peg.5160		Metal Resistance	Tellurite methyltransferase (EC 2.1.1.265)	PATRIC.562.19188.NSEE01000070.CDS.33606.34199.rev	fig|562.19188.peg.5160	99	1e-112
fig|562.19188.peg.307		Metal Resistance	Copper/silver efflux RND transporter, transmembrane protein CusA	PATRIC.562.19188.NSEE01000096.CDS.6253.9396.rev	fig|562.19188.peg.307	99	0.0
fig|562.19188.peg.3004		Metal Resistance	Copper-sensing two-component system response regulator CpxR	PATRIC.562.19188.NSEE01000113.CDS.26046.26744.fwd	fig|562.19188.peg.3004	94	1e-123
fig|562.19188.peg.3157		Metal Resistance	Glutamate decarboxylase (EC 4.1.1.15)	PATRIC.562.19188.NSEE01000120.CDS.2.370.rev	fig|562.19188.peg.3157	100	1e-67
fig|562.19188.peg.3367		Metal Resistance	Nickel ABC transporter, ATP-binding protein NikD (TC 3.A.1.5.3)	PATRIC.562.19188.NSEE01000129.CDS.31090.31854.fwd	fig|562.19188.peg.3367	99	1e-137
fig|562.19188.peg.3369		Metal Resistance	Nickel responsive regulator NikR	PATRIC.562.19188.NSEE01000129.CDS.32663.33064.fwd	fig|562.19188.peg.3369	100	2e-72
fig|562.19188.peg.1067		Metal Resistance	Permease of the drug/metabolite transporter (DMT) superfamily	PATRIC.562.19188.NSEE01000132.CDS.228.1109.rev	fig|562.19188.peg.1067	85	1e-146
fig|562.19188.peg.1957		Metal Resistance	Copper homeostasis protein CutF precursor / Lipoprotein NlpE involeved in surface adhesion	PATRIC.562.19188.NSEE01000138.CDS.52875.53585.fwd	fig|562.19188.peg.1957	98	1e-134
fig|562.19188.peg.131		Metal Resistance	Chaperone HdeB	PATRIC.562.19188.NSEE01000142.CDS.4065.4403.rev	fig|562.19188.peg.131	100	4e-57
fig|562.19188.peg.136		Metal Resistance	Multidrug efflux system MdtEF-TolC, membrane fusion component MdtE	PATRIC.562.19188.NSEE01000142.CDS.7331.8488.fwd	fig|562.19188.peg.136	100	1e-214
fig|562.19188.peg.140		Metal Resistance	Glutamate decarboxylase (EC 4.1.1.15)	PATRIC.562.19188.NSEE01000142.CDS.14279.14410.rev	fig|562.19188.peg.140	100	7e-18
fig|562.19188.peg.2360		Metal Resistance	Phosphate ABC transporter, substrate-binding protein PstS (TC 3.A.1.7.1)	PATRIC.562.19188.NSEE01000147.CDS.1117.2157.fwd	fig|562.19188.peg.2360	100	1e-201
fig|562.19188.peg.2125		Metal Resistance	Inner membrane component MdtN of tripartite multidrug resistance system	PATRIC.562.19188.NSEE01000161.CDS.33686.34717.rev	fig|562.19188.peg.2125	99	1e-188
fig|562.19188.peg.524		Metal Resistance	Zinc ABC transporter, permease protein ZnuB	PATRIC.562.19188.NSEE01000175.CDS.1946.2731.rev	fig|562.19188.peg.524	99	1e-140
fig|562.19188.peg.354		Metal Resistance	Probable two-component-system connector protein AriR	PATRIC.562.19188.NSEE01000226.CDS.11002.11268.rev	fig|562.19188.peg.354	100	3e-41
fig|562.19188.peg.4914		Metal Resistance	Efflux ABC transporter, permease/ATP-binding protein MdlB	PATRIC.562.19188.NSEE01000242.CDS.3439.5220.fwd	fig|562.19188.peg.4914	80	1e-271
fig|562.19188.peg.4929		Metal Resistance	Multidrug efflux system AcrAB-TolC, membrane fusion component AcrA	PATRIC.562.19188.NSEE01000242.CDS.17228.18421.rev	fig|562.19188.peg.4929	100	1e-222
fig|562.19188.peg.1570		Metal Resistance	Blue copper oxidase CueO precursor	PATRIC.562.19188.NSEE01000244.CDS.52577.54127.fwd	fig|562.19188.peg.1570	99	1e-310
fig|562.19188.peg.5385		Metal Resistance	Nickel/cobalt homeostasis protein RcnB	PATRIC.562.19188.NSEE01000251.CDS.6815.7153.fwd	fig|562.19188.peg.5385	100	4e-61
fig|562.19188.peg.4289		Metal Resistance	Multiple antibiotic resistance protein MarA	PATRIC.562.19188.NSEE01000261.CDS.6276.6659.rev	fig|562.19188.peg.4289	100	4e-70
fig|562.19188.peg.5374		Metal Resistance	Putative formate dehydrogenase oxidoreductase protein	PATRIC.562.19188.NSEE01000269.CDS.15486.17765.fwd	fig|562.19188.peg.5374	99	0.0
fig|562.19188.peg.322		Metal Resistance	Copper resistance transcriptional regulator CueR (MerR family)	PATRIC.562.19188.NSEE01000311.CDS.11260.11667.rev	fig|562.19188.peg.322	100	1e-73
fig|562.19188.peg.4425		Metal Resistance	Manganese transport protein MntH	PATRIC.562.19188.NSEE01000417.CDS.23428.24666.rev	fig|562.19188.peg.4425	100	1e-231
fig|562.19188.peg.466		Transporter	PTS system, galactitol-specific IIB component (EC 2.7.1.200)	PATRIC.562.19188.NSEE01000003.CDS.5683.5967.rev	fig|562.19188.peg.466	98	9e-48
fig|562.19188.peg.5350		Transporter	NADH-ubiquinone oxidoreductase chain E (EC 1.6.5.3)	PATRIC.562.19188.NSEE01000023.CDS.5045.5545.fwd	fig|562.19188.peg.5350	100	2e-95
fig|562.19188.peg.5351		Transporter	NADH-ubiquinone oxidoreductase chain F (EC 1.6.5.3)	PATRIC.562.19188.NSEE01000023.CDS.5542.6879.fwd	fig|562.19188.peg.5351	99	1e-269
fig|562.19188.peg.5359		Transporter	NADH-ubiquinone oxidoreductase chain N (EC 1.6.5.3)	PATRIC.562.19188.NSEE01000023.CDS.15592.17049.fwd	fig|562.19188.peg.5359	100	1e-276
fig|562.19188.peg.1218		Transporter	Outer membrane porin, OmpA family	PATRIC.562.19188.NSEE01000035.CDS.2353.3012.fwd	fig|562.19188.peg.1218	100	1e-118
fig|562.19188.peg.1190		Transporter	L-arabinose ABC transporter, ATP-binding protein AraG	PATRIC.562.19188.NSEE01000040.CDS.1525.3039.fwd	fig|562.19188.peg.1190	99	1e-290
fig|562.19188.peg.333		Transporter	Multidrug efflux system MdtABC-TolC, inner-membrane proton/drug antiporter MdtC (RND type)	PATRIC.562.19188.NSEE01000045.CDS.6905.9982.rev	fig|562.19188.peg.333	99	0.0
fig|562.19188.peg.1059		Transporter	Curli production assembly/transport component CsgG	PATRIC.562.19188.NSEE01000046.CDS.1692.2525.fwd	fig|562.19188.peg.1059	100	1e-155
fig|562.19188.peg.5121		Transporter	Serine transporter	PATRIC.562.19188.NSEE01000050.CDS.18253.19542.rev	fig|562.19188.peg.5121	100	1e-244
fig|562.19188.peg.1041		Transporter	Methionine ABC transporter ATP-binding protein	PATRIC.562.19188.NSEE01000052.CDS.5656.6687.rev	fig|562.19188.peg.1041	99	1e-194
fig|562.19188.peg.3649		Transporter	Putative purine permease YbbY	PATRIC.562.19188.NSEE01000053.CDS.24282.25583.rev	fig|562.19188.peg.3649	99	1e-250
fig|562.19188.peg.1692		Transporter	Undecaprenyl phosphate-aminoarabinose flippase subunit ArnE	PATRIC.562.19188.NSEE01000054.CDS.11278.11613.rev	fig|562.19188.peg.1692	100	2e-59
fig|562.19188.peg.1707		Transporter	Glycerol-3-phosphate transporter	PATRIC.562.19188.NSEE01000054.CDS.27738.29096.fwd	fig|562.19188.peg.1707	99	1e-274
fig|562.19188.peg.1735		Transporter	Ferredoxin-type protein NapF (periplasmic nitrate reductase)	PATRIC.562.19188.NSEE01000054.CDS.68715.69209.fwd	fig|562.19188.peg.1735	100	2e-99
fig|562.19188.peg.1736		Transporter	Periplasmic nitrate reductase component NapD	PATRIC.562.19188.NSEE01000054.CDS.69199.69462.fwd	fig|562.19188.peg.1736	100	3e-42
fig|562.19188.peg.1742		Transporter	ABC transporter involved in cytochrome c biogenesis, ATPase component CcmA	PATRIC.562.19188.NSEE01000054.CDS.74568.75191.fwd	fig|562.19188.peg.1742	99	1e-115
fig|562.19188.peg.1762		Transporter	Multidrug resistance transporter => Bicyclomycin resistance protein Bcr-1	PATRIC.562.19188.NSEE01000054.CDS.91078.92268.fwd	fig|562.19188.peg.1762	100	1e-227
fig|562.19188.peg.1768		Transporter	ABC transporter, substrate-binding protein YejA	PATRIC.562.19188.NSEE01000054.CDS.96660.98474.rev	fig|562.19188.peg.1768	99	0.0
fig|562.19188.peg.1779		Transporter	PTS system, fructose-specific IIA component (EC 2.7.1.202) / Fructose-specific phosphocarrier protein HPr	PATRIC.562.19188.NSEE01000054.CDS.107343.108473.fwd	fig|562.19188.peg.1779	100	1e-208
fig|562.19188.peg.1801		Transporter	Galactose/methyl galactoside ABC transporter, substrate-binding protein MglB (EC 3.6.3.17)	PATRIC.562.19188.NSEE01000054.CDS.130440.131438.fwd	fig|562.19188.peg.1801	100	1e-189
fig|562.19188.peg.1802		Transporter	Galactose/methyl galactoside ABC transporter, ATP-binding protein MglA (EC 3.6.3.17)	PATRIC.562.19188.NSEE01000054.CDS.131499.133019.fwd	fig|562.19188.peg.1802	99	1e-291
fig|562.19188.peg.1810		Transporter	UPF0299 membrane protein YohJ	PATRIC.562.19188.NSEE01000054.CDS.139719.140117.rev	fig|562.19188.peg.1810	99	2e-69
fig|562.19188.peg.1829		Transporter	Osmoprotectant ABC transporter binding protein YehZ	PATRIC.562.19188.NSEE01000054.CDS.157226.158143.fwd	fig|562.19188.peg.1829	99	1e-171
fig|562.19188.peg.289		Transporter	Protease VII (Omptin) precursor (EC 3.4.23.49) @ Outer membrane protease OmpT	PATRIC.562.19188.NSEE01000057.CDS.7210.8163.fwd	fig|562.19188.peg.289	99	1e-189
fig|562.19188.peg.4331		Transporter	Putative membrane protein YfjD	PATRIC.562.19188.NSEE01000060.CDS.17844.19106.fwd	fig|562.19188.peg.4331	100	1e-235
fig|562.19188.peg.1004		Transporter	Uncharacterized protein YaiZ	PATRIC.562.19188.NSEE01000061.CDS.2379.2723.rev	fig|562.19188.peg.1004	100	6e-35
fig|562.19188.peg.996		Transporter	Anaerobic selenate reductase, molybdenum cofactor-containing periplasmic protein	PATRIC.562.19188.NSEE01000062.CDS.2493.4916.rev	fig|562.19188.peg.996	99	0.0
fig|562.19188.peg.2583		Transporter	PTS system, D-glucosaminate-specific IID component	PATRIC.562.19188.NSEE01000063.CDS.10925.11782.fwd	fig|562.19188.peg.2583	96	1e-153
fig|562.19188.peg.5143		Transporter	ABC transporter permease protein YdcV	PATRIC.562.19188.NSEE01000070.CDS.20204.20998.rev	fig|562.19188.peg.5143	99	1e-148
fig|562.19188.peg.5144		Transporter	ABC transporter permease protein YdcU	PATRIC.562.19188.NSEE01000070.CDS.20988.21929.rev	fig|562.19188.peg.5144	99	1e-179
fig|562.19188.peg.5145		Transporter	ABC transporter ATP-binding protein YdcT	PATRIC.562.19188.NSEE01000070.CDS.21930.22943.rev	fig|562.19188.peg.5145	99	1e-191
fig|562.19188.peg.4021		Transporter	Putrescine/proton symporter, putrescine/ornithine antiporter PotE	PATRIC.562.19188.NSEE01000079.CDS.10272.11591.fwd	fig|562.19188.peg.4021	100	1e-253
fig|562.19188.peg.4053		Transporter	Glutamate/aspartate ABC transporter, ATP-binding protein GltL (TC 3.A.1.3.4)	PATRIC.562.19188.NSEE01000079.CDS.42135.42860.fwd	fig|562.19188.peg.4053	100	1e-134
fig|562.19188.peg.4071		Transporter	Rod shape-determining protein RodA	PATRIC.562.19188.NSEE01000079.CDS.61077.62189.fwd	fig|562.19188.peg.4071	100	1e-210
fig|562.19188.peg.4083		Transporter	Fluoride ion transporter CrcB	PATRIC.562.19188.NSEE01000079.CDS.69456.69839.fwd	fig|562.19188.peg.4083	98	2e-67
fig|562.19188.peg.4088		Transporter	C4-dicarboxylate transporter DcuC (TC 2.A.61.1.1)	PATRIC.562.19188.NSEE01000079.CDS.71427.72812.fwd	fig|562.19188.peg.4088	100	1e-255
fig|562.19188.peg.4097		Transporter	Citrate Succinate antiporter (TC 2.A.47.3.2)	PATRIC.562.19188.NSEE01000079.CDS.80816.82279.fwd	fig|562.19188.peg.4097	100	1e-287
fig|562.19188.peg.3729		Transporter	GTPase (EC 3.6.1.-)	PATRIC.562.19188.NSEE01000083.CDS.3962.4285.fwd	fig|562.19188.peg.3729	100	4e-58
fig|562.19188.peg.3733		Transporter	Outer membrane protein YiaT	PATRIC.562.19188.NSEE01000083.CDS.6522.7262.fwd	fig|562.19188.peg.3733	98	1e-140
fig|562.19188.peg.3741		Transporter	2,3-diketo-L-gulonate-binding periplasmic protein yiaO precursor	PATRIC.562.19188.NSEE01000083.CDS.15547.16533.rev	fig|562.19188.peg.3741	99	1e-185
fig|562.19188.peg.3742		Transporter	2,3-diketo-L-gulonate TRAP transporter large permease protein yiaN	PATRIC.562.19188.NSEE01000083.CDS.16546.17823.rev	fig|562.19188.peg.3742	99	1e-240
fig|562.19188.peg.3743		Transporter	2,3-diketo-L-gulonate TRAP transporter small permease protein yiaM	PATRIC.562.19188.NSEE01000083.CDS.17826.18299.rev	fig|562.19188.peg.3743	100	1e-84
fig|562.19188.peg.636		Transporter	ATP synthase delta chain (EC 3.6.3.14)	PATRIC.562.19188.NSEE01000084.CDS.2694.3227.fwd	fig|562.19188.peg.636	100	6e-92
fig|562.19188.peg.637		Transporter	ATP synthase alpha chain (EC 3.6.3.14)	PATRIC.562.19188.NSEE01000084.CDS.3240.4781.fwd	fig|562.19188.peg.637	100	1e-292
fig|562.19188.peg.3218		Transporter	Inner membrane protein YihY, formerly thought to be RNase BN	PATRIC.562.19188.NSEE01000085.CDS.4754.5626.rev	fig|562.19188.peg.3218	100	1e-165
fig|562.19188.peg.533		Transporter	PTS system, mannose-specific IID component	PATRIC.562.19188.NSEE01000088.CDS.590.1441.rev	fig|562.19188.peg.533	100	1e-162
fig|562.19188.peg.1151		Transporter	GTPase (EC 3.6.1.-)	PATRIC.562.19188.NSEE01000094.CDS.1489.1851.rev	fig|562.19188.peg.1151	100	1e-66
fig|562.19188.peg.298		Transporter	hypothetical protein	PATRIC.562.19188.NSEE01000096.CDS.146.298.rev	fig|562.19188.peg.298	96	2e-19
fig|562.19188.peg.4997		Transporter	Inner membrane protein YeeA	PATRIC.562.19188.NSEE01000097.CDS.2.613.rev	fig|562.19188.peg.4997	100	1e-102
fig|562.19188.peg.4168		Transporter	Proline/sodium symporter PutP (TC 2.A.21.2.1) @ Propionate/sodium symporter	PATRIC.562.19188.NSEE01000099.CDS.18116.19624.fwd	fig|562.19188.peg.4168	99	1e-291
fig|562.19188.peg.270		Transporter	Outer membrane usher protein FimD	PATRIC.562.19188.NSEE01000100.CDS.2281.4917.fwd	fig|562.19188.peg.270	98	0.0
